id,player_id,name,country,role,is_overseas,set_number,base_price_cr,telegram_file_id,telegram_photo_path
265,PLY0265,Bas de Leede,Netherlands,Right-Hand Batter/Right-Arm Medium All-Rounder,t,10,0.50,AgACAgUAAyEGAAT_2KgcAAIBcmqRnfbx_14XBK9SOBfhgmiNWL7fAAJQEGsb7oqRVGXSOTQJBz6XAQADAgADeAADPQQ,data/photos/PLY0265.jpg
348,PLY0348,Mark Stoneman,England,Batter,f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIBdGqRnh3LNjZSXVOZWyxupL-TV7AeAAJSEGsb7oqRVMf6E4i5hBydAQADAgADeAADPQQ,data/photos/PLY0348.jpg
351,PLY0351,Martin Andersson,England,Bowling All-Rounder (Pace),f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIBd2qRnh90HRoLbGyAB-DkASehyc0rAAJVEGsb7oqRVFPrLHl64EKaAQADAgADeQADPQQ,data/photos/PLY0351.jpg
45,PLY0045,Will Smeed,England,Batter,f,3,2.25,AgACAgUAAyEGAAT_2KgcAAIBmWqRnojIPH7EM9hpuH6eiEOgysAaAAJ1EGsb7oqRVKl7-8HxMuEhAQADAgADeQADPQQ,data/photos/PLY0045.jpg
47,PLY0047,Ryan Rickelton,South Africa,Left-Hand Batter/Wicketkeeper,t,3,2.25,AgACAgUAAyEGAAT_2KgcAAIBm2qRno7xl5h2cV5MuC46Lh-RqA4cAAJ3EGsb7oqRVHmty19UT0bnAQADAgADeAADPQQ,data/photos/PLY0047.jpg
50,PLY0050,Josh Inglis,Australia,Right-Hand Batter/Wicketkeeper,t,3,2.25,AgACAgUAAyEGAAT_2KgcAAIBnmqRnpg7HYi8FiBJT2OBNk8KFhSXAAJ6EGsb7oqRVIN-4faQZbzgAQADAgADeAADPQQ,data/photos/PLY0050.jpg
53,PLY0053,Wanindu Hasaranga,Sri Lanka,Right-Arm Leg-Spin All-Rounder,t,3,2.00,AgACAgUAAyEGAAT_2KgcAAIBoWqRnpuM3wyy93U2mpcu7jhHQybeAAJ9EGsb7oqRVPcuYE6BEWimAQADAgADeAADPQQ,data/photos/PLY0053.jpg
56,PLY0056,Marco Jansen,South Africa,Left-Hand Batter/Left-Arm Fast All-Rounder,t,3,2.00,AgACAgUAAyEGAAT_2KgcAAIBpGqRnp0ivsNMtwoGh6g6xrxc4mZlAAKAEGsb7oqRVLRUt2qw7bEGAQADAgADeAADPQQ,data/photos/PLY0056.jpg
100,PLY0100,Dominic Bess,England,Spin Bowler,f,4,1.25,AgACAgUAAyEGAAT_2KgcAAIBqGqRnqUFY1mJsGFq5rFwX4sdODMZAAKEEGsb7oqRVKJJlleu277EAQADAgADdwADPQQ,data/photos/PLY0100.jpg
103,PLY0103,Pathum Nissanka,Sri Lanka,Right-Hand Batter,t,5,1.75,AgACAgUAAyEGAAT_2KgcAAIBq2qRnqvLva035sO3D_rrcsrEIZT4AAKHEGsb7oqRVMo7V8ttYTi-AQADAgADeAADPQQ,data/photos/PLY0103.jpg
125,PLY0125,Allah Ghazanfar,Afghanistan,Right-Arm Off-Spin Bowler,t,5,1.25,AgACAgUAAyEGAAT_2KgcAAIBrWqRnqz_yy0uAuS6DosJJY6qP4u9AAKJEGsb7oqRVLI1wzHQs2i3AQADAgADeAADPQQ,data/photos/PLY0125.jpg
354,PLY0354,Tom Lawes,England,Bowling All-Rounder (Pace),f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIDMWqT1C3aQV0FMPzKBca_CanuRxRBAAKgE2sbW7GYVFV3TIL3AncvAQADAgADeQADPQQ,data/photos/PLY0354.jpg
356,PLY0356,Ben Raine,England,Bowling All-Rounder (Pace),f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIDM2qT1DIXFGpRrcM6Ef8OyyWL-EUjAAKjE2sbW7GYVE8hJ4YQmyBJAQADAgADdwADPQQ,data/photos/PLY0356.jpg
359,PLY0359,Ethan Brookes,England,Bowling All-Rounder (Pace),f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIDN2qT1HLCgiyfw2Ns-UQ9c_FGRFGxAAKnE2sbW7GYVBj_QfItPRSfAQADAgADeAADPQQ,data/photos/PLY0359.jpg
362,PLY0362,Craig Miles,England,Fast Bowler,f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIDOmqT1HZgCnrQBVv6GYr-j018oeJFAAKqE2sbW7GYVG940WD3CXmxAQADAgADeQADPQQ,data/photos/PLY0362.jpg
365,PLY0365,Jack Brooks,England,Fast Bowler,f,13,0.25,AgACAgUAAyEGAAT_2KgcAAIDPWqT1HjA0SY8xyYy3SR9ewstyw8ZAAKsE2sbW7GYVJgrhQfswt2jAQADAgADeQADPQQ,data/photos/PLY0365.jpg
420,PLY0420,Harry Finch,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDVWqT1PrQB6qz-DbbWSigE9dxhz1sAALKE2sbW7GYVOsMLD1qxsd3AQADAgADeAADPQQ,data/photos/PLY0420.jpg
423,PLY0423,Oliver Price,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDWGqT1P2Mdrvgg8Ym23-qfQI9cLrEAALNE2sbW7GYVAxAyGRcciUzAQADAgADeAADPQQ,data/photos/PLY0423.jpg
425,PLY0425,James Sales,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDWmqT1QIOuXveCFB4XcyVldBYIRNKAALPE2sbW7GYVLspK9ShpFtzAQADAgADeAADPQQ,data/photos/PLY0425.jpg
428,PLY0428,Steven Croft,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDXWqT1QXLZAnnYBudJscidEkOc0Y_AALSE2sbW7GYVAABFA_oUnn7wQEAAwIAA3gAAz0E,data/photos/PLY0428.jpg
430,PLY0430,Tawanda Muyeye,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDX2qT1Qrx6Bdz-9jCTz5Harkn5c6JAALUE2sbW7GYVCJzFJkfCK5vAQADAgADdwADPQQ,data/photos/PLY0430.jpg
245,PLY0245,Josh Baker,England,Spin Bowler,f,9,0.50,AgACAgUAAyEGAAT_2KgcAAICE2qRvoTTTgMvgmqvNXVC7R-OblAXAAIJEWsb7oqRVN9TKdc3TR1fAQADAgADeAADPQQ,data/photos/PLY0245.jpg
246,PLY0246,Arthur Rouse,England,Spin Bowler,f,9,0.50,AgACAgUAAyEGAAT_2KgcAAICFGqRvoUJvpWbUOshll_1iFf1JKnYAAIKEWsb7oqRVMD25bhySTClAQADAgADdwADPQQ,data/photos/PLY0246.jpg
446,PLY0446,Henrich klaseen,South Africa,Wk - batsman,t,1,4.00,AgACAgUAAyEFAAMBCPr5EgACByxqkojYlx8Z_fUyFrLxpbDsH4iFqAACohBrG5DsmVTUP2f3OpG9dgEAAwIAA3kAAz0E,data/photos/PLY0446.jpg
6,PLY0006,Andre Russell,West Indies,Right-Hand Batter/Right-Arm Fast All-Rounder,t,1,3.50,AgACAgUAAyEGAAT_2KgcAAICTGqTzy5WMkyJcV2OpXQYnNT6wc_3AAIVE2sbW7GYVFayySNv3R0FAQADAgADeAADPQQ,data/photos/PLY0006.jpg
14,PLY0014,Faf du Plessis,South Africa,Right-Hand Batter,t,2,3.00,AgACAgUAAyEGAAT_2KgcAAICVGqTzzdAqWZXf-YU_1tsy-gxTfC8AAIdE2sbW7GYVNUp83gBs_acAQADAgADeQADPQQ,data/photos/PLY0014.jpg
16,PLY0016,James Vince,England,Batter,f,2,2.75,AgACAgUAAyEGAAT_2KgcAAICVmqTzzwGt6utNudMZa1sa7QWYS4bAAIfE2sbW7GYVN0y4q1qOv5AAQADAgADeAADPQQ,data/photos/PLY0016.jpg
67,PLY0067,Waqar Salamkheil,Afghanistan,Left-Arm Wrist-Spin Bowler,t,3,1.50,AgACAgUAAyEGAAT_2KgcAAICXWqTz2aFGyE0fyfn4zuOCmiwcA9iAAImE2sbW7GYVMyTjUDxPh8LAQADAgADeQADPQQ,data/photos/PLY0067.jpg
80,PLY0080,Azam Khan,Pakistan,Right-Hand Batter/Wicketkeeper,t,4,1.75,AgACAgUAAyEGAAT_2KgcAAICa2qTz7b0bJi2ko1adL5ljDMEhyXmAAIzE2sbW7GYVEWd-hC0USFLAQADAgADdwADPQQ,data/photos/PLY0080.jpg
153,PLY0153,Josh Tongue,England,Fast Bowler,f,6,1.00,AgACAgUAAyEGAAT_2KgcAAICiWqT0DYt1ytI0uTUSmxgKyAVsQcqAAJQE2sbW7GYVMUXpoDAsfhdAQADAgADeAADPQQ,data/photos/PLY0153.jpg
156,PLY0156,Imran Tahir,South Africa,Right-Arm Leg-Spin Bowler,t,6,1.00,AgACAgUAAyEGAAT_2KgcAAICjGqT0Dt_a9svDRl6Pt_kjDoq5NHsAAJTE2sbW7GYVAJxb_PKL_6eAQADAgADeAADPQQ,data/photos/PLY0156.jpg
158,PLY0158,Roelof van der Merwe,Netherlands,Left-Arm Orthodox Spin Bowler,t,6,0.75,AgACAgUAAyEGAAT_2KgcAAICjmqT0D26gt7j4GVMrQ3BjjNO9fxxAAJVE2sbW7GYVMN4ZM_7SlAmAQADAgADeAADPQQ,data/photos/PLY0158.jpg
227,PLY0227,Ben Brown,England,Wicketkeeper Batter,f,9,0.75,AgACAgUAAyEGAAT_2KgcAAICpWqT0LsCS6KYO1PPRgUpGeP6WfvKAAJrE2sbW7GYVBKH36JXAZbWAQADAgADeQADPQQ,data/photos/PLY0227.jpg
290,PLY0290,Harry Singh,England,Wicketkeeper Batter,f,11,0.50,AgACAgUAAyEGAAT_2KgcAAIDFWqT06wDcJftsDpKTV8GFQJkf_1mAAKFE2sbW7GYVMBbToDiIlhFAQADAgADeAADPQQ,data/photos/PLY0290.jpg
208,PLY0208,Kamindu Mendis,Sri Lanka,Left-Hand Batter/Ambidextrous Spin All-Rounder,t,8,0.75,AgACAgUAAyEGAAT_2KgcAAICkWqT0GSOFz-IRNDmj-mEqjYNDyjRAAJYE2sbW7GYVNF2be5n5ORIAQADAgADeQADPQQ,data/photos/PLY0208.jpg
212,PLY0212,Ben Sears,New Zealand,Right-Arm Fast Bowler,t,8,0.75,AgACAgUAAyEGAAT_2KgcAAIClmqT0Kfjlr6Ml0g_8UgAAWdTy3c1-QACXBNrG1uxmFSXgrQ3t9EwKwEAAwIAA3cAAz0E,data/photos/PLY0212.jpg
235,PLY0235,Andile Phehlukwayo,South Africa,Right-Hand Batter/Right-Arm Medium All-Rounder,t,9,0.75,AgACAgUAAyEGAAT_2KgcAAIDDmqT033M2ofKA0J6hNPHc-OqSfRGAAJ-E2sbW7GYVPxd3WoZCgvqAQADAgADeAADPQQ,data/photos/PLY0235.jpg
238,PLY0238,Luke Procter,England,Bowling All-Rounder (Pace),f,9,0.75,AgACAgUAAyEGAAT_2KgcAAIDEWqT04PnWJfAfo380tVohAFjZsLqAAKBE2sbW7GYVMcf0SxyhZSSAQADAgADdwADPQQ,data/photos/PLY0238.jpg
241,PLY0241,Josh Little,Ireland,Left-Arm Fast Bowler,t,9,0.50,AgACAgUAAyEGAAT_2KgcAAIDFGqT04Xai57xAVe-oYlJclXbAyV4AAKEE2sbW7GYVPyBQLqTeDrGAQADAgADeAADPQQ,data/photos/PLY0241.jpg
292,PLY0292,Corbin Bosch,South Africa,Right-Hand Batter/Right-Arm Fast All-Rounder,t,11,0.50,AgACAgUAAyEGAAT_2KgcAAIDF2qT061ydI_Zxaa6TdHMTpSglptCAAKHE2sbW7GYVPoobvJLeL_PAQADAgADeAADPQQ,data/photos/PLY0292.jpg
295,PLY0295,Wayne Parnell,South Africa,Left-Hand Batter/Left-Arm Fast All-Rounder,t,11,0.50,AgACAgUAAyEGAAT_2KgcAAIDG2qT0-8_n7TUsod1bLuuQm2M_Dd-AAKKE2sbW7GYVA-G5VmCJotqAQADAgADeAADPQQ,data/photos/PLY0295.jpg
298,PLY0298,Ryan Burl,Zimbabwe,Left-Hand Batter/Left-Arm Orthodox All-Rounder,t,11,0.50,AgACAgUAAyEGAAT_2KgcAAIDHmqT0_Gb_PWa5fts44gXfyVjRlJkAAKNE2sbW7GYVF1FYgRjVP7sAQADAgADeAADPQQ,data/photos/PLY0298.jpg
300,PLY0300,Salman Ali Agha,Pakistan,Right-Hand Batter/Right-Arm Off-Spin All-Rounder,t,11,0.50,AgACAgUAAyEGAAT_2KgcAAIDIGqT0_UINncskPN4pBkWU2uuA0KKAAKPE2sbW7GYVBY4yV18kevgAQADAgADeAADPQQ,data/photos/PLY0300.jpg
304,PLY0304,Jayden Seales,West Indies,Right-Arm Fast Bowler,t,11,0.25,AgACAgUAAyEGAAT_2KgcAAIDJGqT0_h2yhzSHkZ14-BnLl1iitzrAAKTE2sbW7GYVBiHrmXMXrbBAQADAgADeAADPQQ,data/photos/PLY0304.jpg
409,PLY0409,Will Davis,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDSWqT1K0roeuybqoJsjL6Bnl18SMNAAK7E2sbW7GYVHyJZM-5Pka2AQADAgADeAADPQQ,data/photos/PLY0409.jpg
412,PLY0412,Kiran Carlson,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDTGqT1LAEEBcsFI_edJ_AWwN5V8sQAAK_E2sbW7GYVEP-05DDfnxiAQADAgADeQADPQQ,data/photos/PLY0412.jpg
414,PLY0414,George Thomas,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDT2qT1PGw5Ah6eh5wDhFVvXH4zZmlAALEE2sbW7GYVKAYCphgERw7AQADAgADeAADPQQ,data/photos/PLY0414.jpg
417,PLY0417,Nick Browne,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDUmqT1PRkS15AvBPxfAdlLQpEh3NsAALHE2sbW7GYVKLsEsHPUmPQAQADAgADeQADPQQ,data/photos/PLY0417.jpg
419,PLY0419,Tom Bevan,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDVGqT1PmXLPCIu-hcEdj3j5gTG82NAALJE2sbW7GYVOMNZB4LD-klAQADAgADeAADPQQ,data/photos/PLY0419.jpg
392,PLY0392,Liam Norwell,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB0mqRnyIaVZM6iJn2s7n8yptR8gRdAAKwEGsb7oqRVBn6heD9hBjeAQADAgADeQADPQQ,data/photos/PLY0392.jpg
394,PLY0394,Aron Nijjar,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB1GqRnyQKLhZrElRoYWqAQOy1a6IMAAKyEGsb7oqRVHy0wGvbpu3IAQADAgADeAADPQQ,data/photos/PLY0394.jpg
395,PLY0395,Nathan Gilchrist,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB1WqRnyUZlWn6MgzCYDm3hmV2JIqKAAKzEGsb7oqRVPMbwMbYEIR-AQADAgADeQADPQQ,data/photos/PLY0395.jpg
397,PLY0397,Chris Wood,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB12qRnyrFgL_89g9hNudBd1FRCEeVAAK1EGsb7oqRVI72VFtWdb_rAQADAgADeQADPQQ,data/photos/PLY0397.jpg
398,PLY0398,Sonny Baker,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB2GqRnys4OKUUb5VUhyjKcN7ckHrYAAK2EGsb7oqRVEDmJukScdRDAQADAgADdwADPQQ,data/photos/PLY0398.jpg
400,PLY0400,Sussex,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB_2qRoJhcSdOuygkDoKSlLLA_rTv9AALcEGsb7oqRVDRd3fJhGyj8AQADAgADeAADPQQ,data/photos/PLY0400.jpg
402,PLY0402,Ben Geddes,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICAWqRoJrnNKprChl7Da4ehfhHhZEfAALeEGsb7oqRVDnBrHrUd8qjAQADAgADdwADPQQ,data/photos/PLY0402.jpg
403,PLY0403,Sol Budinger,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICAmqRoJt5Tkl48o3To5oITmjztN-JAALfEGsb7oqRVC4kSD9h5z2xAQADAgADeQADPQQ,data/photos/PLY0403.jpg
405,PLY0405,Luc Benkenstein,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICKGqRvtpJY6yRNtDVHW3agMwrTZzuAAIdEWsb7oqRVLnpBEAJAAF9tAEAAwIAA3gAAz0E,data/photos/PLY0405.jpg
407,PLY0407,Ben Curran,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICKmqRvtvI8lNhJFxx9j0LLVdNw0TSAAIfEWsb7oqRVBqkxRYfSCRHAQADAgADeQADPQQ,data/photos/PLY0407.jpg
408,PLY0408,Jake Carder,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICK2qRvuDaO0ihv0bpZ-NFAnY5xv5-AAIgEWsb7oqRVBvwjP6ZGtx0AQADAgADeAADPQQ,data/photos/PLY0408.jpg
411,PLY0411,Ben Wright,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDS2qT1K6Ak4I5vNImUYAhiAoFY0KKAAK-E2sbW7GYVIXgniSAgLmtAQADAgADeQADPQQ,data/photos/PLY0411.jpg
413,PLY0413,Billy Godleman,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDTWqT1LRvJDuqQMYVPuejJXnbNiq6AALAE2sbW7GYVJpMoYoDcqFAAQADAgADeQADPQQ,data/photos/PLY0413.jpg
375,PLY0375,Tom Clark,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIDR2qT1IQzEyCsApfUmr50ECvA7eUZAAK2E2sbW7GYVDwo2LDNOSlbAQADAgADeAADPQQ,data/photos/PLY0375.jpg
410,PLY0410,Sam Young,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDSmqT1K24d75-jnGUp96ijuFcBHBBAAK8E2sbW7GYVNAdmvldBx8bAQADAgADeAADPQQ,data/photos/PLY0410.jpg
377,PLY0377,Fin Bean,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBBmqRknpbWjWwQQYokzr4rCD8J8xdAALbEGsbKvqQVOE1EHa9UHstAQADAgADeAADPQQ,data/photos/PLY0377.jpg
378,PLY0378,Harry Came,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBB2qRkntnkWkSavOj7rPVmuqYBR2UAALcEGsbKvqQVFJmAkqSZx1uAQADAgADdwADPQQ,data/photos/PLY0378.jpg
380,PLY0380,Tom Lace,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBCWqRknz-_LJoaJKbzqCdPdLStntnAALeEGsbKvqQVN5eGGpnLmGBAQADAgADeQADPQQ,data/photos/PLY0380.jpg
382,PLY0382,Hamish Rutherford,England,Bowling All-Rounder (Spin),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBC2qRkoH2WuGwy6UGDCTLhV-1cZzxAALgEGsbKvqQVPcOH5uS2Q7fAQADAgADeAADPQQ,data/photos/PLY0382.jpg
383,PLY0383,George Bartlett,England,Bowling All-Rounder (Spin),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBDGqRkoKDCOALSOdioJDiZbQsp0cKAALhEGsbKvqQVJmlIRB2Px6fAQADAgADdwADPQQ,data/photos/PLY0383.jpg
385,PLY0385,Liam Trevaskis,England,Bowling All-Rounder (Spin),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBDmqRkoUeZD5c3jHq2j4aRTXXq-KaAALjEGsbKvqQVNHQRZAnv8fMAQADAgADeQADPQQ,data/photos/PLY0385.jpg
387,PLY0387,Jordan Clark,England,Bowling All-Rounder (Pace),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBEGqRkoexQ_XmXdnlexjJ2DY4_A4tAALlEGsbKvqQVKkNxw7NCOwqAQADAgADeQADPQQ,data/photos/PLY0387.jpg
388,PLY0388,Noah Thain,England,Bowling All-Rounder (Pace),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBEWqRkogqZs-smYfpa6lRbIgxiTyMAALmEGsbKvqQVAh46nWnVKpcAQADAgADeAADPQQ,data/photos/PLY0388.jpg
390,PLY0390,James Minto,England,Bowling All-Rounder (Pace),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBE2qRkoq4mddN_AcP4Pvrnn6AssPeAALoEGsbKvqQVCDa0q0zeZqeAQADAgADeQADPQQ,data/photos/PLY0390.jpg
391,PLY0391,Harry Nijjar,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBFGqRkotJmN9I87TIkMzbKHFkuc9yAALpEGsbKvqQVAOiSprfXhp3AQADAgADeQADPQQ,data/photos/PLY0391.jpg
422,PLY0422,David Lloyd,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDV2qT1PxFypM7Jnd0cwABNs4yieXrcgACzBNrG1uxmFT9u04lLR-lEAEAAwIAA3gAAz0E,data/photos/PLY0422.jpg
424,PLY0424,Tom Prest,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDWWqT1QGgpd78qi74GUOPpK-yoqO6AALOE2sbW7GYVOp_iI0lCeUdAQADAgADeQADPQQ,data/photos/PLY0424.jpg
426,PLY0426,Jack Davies,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDW2qT1QMNxY4gLoQYdGFeAY763pH1AALQE2sbW7GYVCmhurvvsjq9AQADAgADeQADPQQ,data/photos/PLY0426.jpg
427,PLY0427,Chris Wright,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDXGqT1QT1fbVEpuz_X6hphWQEIJH2AALRE2sbW7GYVGAG7s-Ui71BAQADAgADdwADPQQ,data/photos/PLY0427.jpg
429,PLY0429,Graham Clark,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDXmqT1QnIH0uY281J8eu4VxO5L_NoAALTE2sbW7GYVLutivh9hDKAAQADAgADeQADPQQ,data/photos/PLY0429.jpg
415,PLY0415,Will Luxton,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDUGqT1PIFqLs1xPTeQy6s5JVc75yJAALFE2sbW7GYVEp3Cw0kkHNLAQADAgADeAADPQQ,data/photos/PLY0415.jpg
416,PLY0416,Hassan Azad,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDUWqT1PMeNS23zeTxCqK7OyX49n6-AALGE2sbW7GYVGdFxcuz7nP1AQADAgADeQADPQQ,data/photos/PLY0416.jpg
418,PLY0418,Paul Horton,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDU2qT1PVcmlzs9NchgSYpzmx5nF0yAALIE2sbW7GYVJnr7_56QZFeAQADAgADeAADPQQ,data/photos/PLY0418.jpg
421,PLY0421,Nick Selman,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAIDVmqT1Psskpf2kw2BWVpzllkAAYxb2QACyxNrG1uxmFTwtTSr37UiVwEAAwIAA3gAAz0E,data/photos/PLY0421.jpg
373,PLY0373,Ben Charlesworth,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIDRWqT1INB3hZIX_6vaOdcyCIFN4mlAAK0E2sbW7GYVGRlQGEVdeifAQADAgADeAADPQQ,data/photos/PLY0373.jpg
437,PLY0437,Hamza Shaikh,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBGWqRkrainopMjGM3ZHFbGoLjGI1PAALuEGsbKvqQVNXrhWEVyGOPAQADAgADeQADPQQ,data/photos/PLY0437.jpg
438,PLY0438,Jaydn Denly,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBGmqRkrjLTersjG-CqwnTQ7cl8ez1AALvEGsbKvqQVMrD4k90yWvYAQADAgADeAADPQQ,data/photos/PLY0438.jpg
439,PLY0439,Rocky Flintoff,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBG2qRkrkAAeIsFuvDmYyZxAABnCujclEAAvAQaxsq-pBUs16KskKNZCwBAAMCAAN4AAM9BA,data/photos/PLY0439.jpg
440,PLY0440,Ben Hammond,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBHGqRkrt9ovzUXeA_H-CaXIo-NnEmAALxEGsbKvqQVJ4szNlD-IFpAQADAgADdwADPQQ,data/photos/PLY0440.jpg
441,PLY0441,Tazeem Chaudry,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBHWqRkrxg3-Xo_rW_IyG6q2zhQU-sAALyEGsbKvqQVAnSz-jptKjBAQADAgADeAADPQQ,data/photos/PLY0441.jpg
442,PLY0442,Kian Hilton,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBHmqRkr1Vpd-tmpz7BH38JSkAARwHGwAC8xBrGyr6kFRSbJ_2vgtTWwEAAwIAA3gAAz0E,data/photos/PLY0442.jpg
443,PLY0443,Charlie Barnard,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBH2qRkr6bY9SBrYXAB3tBoxp9G-k4AAL0EGsbKvqQVCLVygL4WQ-CAQADAgADeQADPQQ,data/photos/PLY0443.jpg
444,PLY0444,Rishi Patel,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIBIGqRkr_rfeq57swVYaTV7G9sTPsHAAL1EGsbKvqQVAmO3A4oUh9uAQADAgADdwADPQQ,data/photos/PLY0444.jpg
431,PLY0431,Ollie Sykes,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIDYGqT1Qunm0FwNX_fswaM9JkYcdMIAALVE2sbW7GYVG8bEXfXlKqOAQADAgADeAADPQQ,data/photos/PLY0431.jpg
432,PLY0432,Toby Albert,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIDYWqT1QvcfZtBgXfmpIjpaBgC52cAA9YTaxtbsZhUv1w0ms6HP2cBAAMCAAN4AAM9BA,data/photos/PLY0432.jpg
433,PLY0433,Louis Kimber,England,Batter,f,16,0.25,AgACAgUAAyEGAAT_2KgcAAIDYmqT1Qww5INBeCq3A4QOivXZDz5tAALXE2sbW7GYVBO5y7AOBmcjAQADAgADeAADPQQ,data/photos/PLY0433.jpg
