id,player_id,name,country,role,is_overseas,set_number,base_price_cr,telegram_file_id,telegram_photo_path
105,PLY0105,Sam Hain,England,Batter,f,5,1.75,AgACAgUAAyEGAAT_2KgcAAOeapGRRme1vufSo43ehRNagSVMj-QAAnIQaxsq-pBUuPFFpOhQlqABAAMCAAN4AAM9BA,data/photos/PLY0105.jpg
107,PLY0107,Tim Seifert,New Zealand,Right-Hand Batter/Wicketkeeper,t,5,1.50,AgACAgUAAyEGAAT_2KgcAAOgapGRSNxAVAABuzMM33WoJV_mRfq4AAJ0EGsbKvqQVJVDq9JgNCi2AQADAgADeAADPQQ,data/photos/PLY0107.jpg
110,PLY0110,Sam Billings,England,Wicketkeeper Batter,f,5,1.50,AgACAgUAAyEGAAT_2KgcAAOjapGRS2P0mw41TSYEeThXmuDHGtEAAncQaxsq-pBU7yayYkus5FABAAMCAAN4AAM9BA,data/photos/PLY0110.jpg
112,PLY0112,Adam Rossington,England,Wicketkeeper Batter,f,5,1.50,AgACAgUAAyEGAAT_2KgcAAOlapGRTQAB33d6PHv9T4XhgpBfpiccAAJ5EGsbKvqQVIW2k1MyA9mLAQADAgADdwADPQQ,data/photos/PLY0112.jpg
115,PLY0115,Daniel Sams,Australia,Left-Hand Batter/Left-Arm Fast All-Rounder,t,5,1.50,AgACAgUAAyEGAAT_2KgcAAOoapGRUPb5tLXYeBaAl9t4UljuvYsAAnwQaxsq-pBUeiB-x0OnzRgBAAMCAAN4AAM9BA,data/photos/PLY0115.jpg
118,PLY0118,Brydon Carse,England,Bowling All-Rounder (Pace),f,5,1.25,AgACAgUAAyEGAAT_2KgcAAOrapGRU7HG4l8uxj54zrxy9K6SuHcAAn8Qaxsq-pBU8QP-pDQDWuEBAAMCAAN4AAM9BA,data/photos/PLY0118.jpg
119,PLY0119,Nathan Ellis,Australia,Right-Arm Fast Bowler,t,5,1.25,AgACAgUAAyEGAAT_2KgcAAOsapGRV_hzw4DMBQ90wjr53galTQkAAoAQaxsq-pBUqjoRAjF4zYUBAAMCAAN4AAM9BA,data/photos/PLY0119.jpg
122,PLY0122,Matt Henry,New Zealand,Right-Arm Fast Bowler,t,5,1.25,AgACAgUAAyEGAAT_2KgcAAOvapGRWQ8EIf6YAAEunNRlTMtZQ-9zAAKDEGsbKvqQVElYKLxjL0hdAQADAgADeAADPQQ,data/photos/PLY0122.jpg
170,PLY0170,Ollie Robinson,England,Wicketkeeper Batter,f,7,1.00,AgACAgUAAyEGAAT_2KgcAAOxapGRgp_OzFpUm5w7CN4l1HnsRkIAAoYQaxsq-pBURLfhibl75aUBAAMCAAN3AAM9BA,data/photos/PLY0170.jpg
172,PLY0172,Chris Cooke,England,Wicketkeeper Batter,f,7,1.00,AgACAgUAAyEGAAT_2KgcAAOzapGRg11zJ2SSXSatnz8z8Whq9AADiBBrGyr6kFThaNUj9NJJ8AEAAwIAA3kAAz0E,data/photos/PLY0172.jpg
174,PLY0174,Cooper Connolly,Australia,Left-Hand Batter/Left-Arm Orthodox All-Rounder,t,7,1.00,AgACAgUAAyEGAAT_2KgcAAO1apGRiFHOBjdgtxAFdNaLAAHvdTrWAAKKEGsbKvqQVAHdkdsOj-yjAQADAgADeAADPQQ,data/photos/PLY0174.jpg
177,PLY0177,Paul Walter,England,Bowling All-Rounder (Pace),f,7,1.00,AgACAgUAAyEGAAT_2KgcAAO4apGRi05KTBiL-iohMIm8olXCnXIAAo0Qaxsq-pBUmH5b8Mr49G4BAAMCAAN4AAM9BA,data/photos/PLY0177.jpg
180,PLY0180,Shamar Joseph,West Indies,Right-Arm Fast Bowler,t,7,1.00,AgACAgUAAyEGAAT_2KgcAAO7apGRkUb1BEsplbjvQvqvwwM_Md4AApAQaxsq-pBUjZIUYGsHvSIBAAMCAAN5AAM9BA,data/photos/PLY0180.jpg
182,PLY0182,Riley Meredith,Australia,Right-Arm Fast Bowler,t,7,0.75,AgACAgUAAyEGAAT_2KgcAAO9apGRktVNRMcVT22guNVjeLJmdBIAApIQaxsq-pBUwebQ889_ATkBAAMCAAN4AAM9BA,data/photos/PLY0182.jpg
185,PLY0185,Matthew Kuhnemann,Australia,Left-Arm Orthodox Spin Bowler,t,7,0.75,AgACAgUAAyEGAAT_2KgcAAPAapGRmDQ_b2mN5GcWfSGce-sBrkcAApUQaxsq-pBUSVp7erqyRT8BAAMCAAN4AAM9BA,data/photos/PLY0185.jpg
188,PLY0188,Nathan Sowter,England,Spin Bowler,f,7,0.75,AgACAgUAAyEGAAT_2KgcAAPDapGRmo-pPXx8hrYqnqcnCp7Gbo8AApgQaxsq-pBUTHBtUro-4t4BAAMCAAN5AAM9BA,data/photos/PLY0188.jpg
18,PLY0018,Shai Hope,West Indies,Right-Hand Batter/Wicketkeeper,t,2,2.75,AgACAgUAAyEGAAT_2KgcAAICWGqTzz7BRB_qsdCXwWLRn9eoXzzLAAIhE2sbW7GYVNwai3yhF65nAQADAgADeAADPQQ,data/photos/PLY0018.jpg
65,PLY0065,Keshav Maharaj,South Africa,Left-Arm Orthodox Spin Bowler,t,3,1.75,AgACAgUAAyEGAAT_2KgcAAICW2qTz2SvjOXxWJL9hUzIrUGFTFm2AAIkE2sbW7GYVO2y8BpLZElZAQADAgADeAADPQQ,data/photos/PLY0065.jpg
66,PLY0066,Gudakesh Motie,West Indies,Left-Arm Orthodox Spin Bowler,t,3,1.75,AgACAgUAAyEGAAT_2KgcAAICXGqTz2WQWudyp46OPOVKa22UKEJZAAIlE2sbW7GYVH3-fmvLlDjSAQADAgADeAADPQQ,data/photos/PLY0066.jpg
69,PLY0069,Tom Hartley,England,Spin Bowler,f,3,1.50,AgACAgUAAyEGAAT_2KgcAAICX2qTz2r629IlqoXGHnQyJh_TDSz4AAIoE2sbW7GYVLEDuuBIUaz-AQADAgADeQADPQQ,data/photos/PLY0069.jpg
72,PLY0072,Rilee Rossouw,South Africa,Left-Hand Batter,t,4,2.00,AgACAgUAAyEGAAT_2KgcAAICY2qTz6lfUB5apCZjPSULGTqv5yC8AAIrE2sbW7GYVAs2oP2sdtsdAQADAgADeAADPQQ,data/photos/PLY0072.jpg
74,PLY0074,Rovman Powell,West Indies,Right-Hand Batter,t,4,2.00,AgACAgUAAyEGAAT_2KgcAAICZWqTz6qhOLRMaq3dHuAfds0gj1wHAAItE2sbW7GYVC3EXKaG_siGAQADAgADeQADPQQ,data/photos/PLY0074.jpg
77,PLY0077,Matthew Wade,Australia,Left-Hand Batter/Wicketkeeper,t,4,1.75,AgACAgUAAyEGAAT_2KgcAAICaGqTz7DI1LDG_YyzqkUCWXv-qS52AAIwE2sbW7GYVFuQfbdgmOdzAQADAgADeAADPQQ,data/photos/PLY0077.jpg
215,PLY0215,Zahir Khan,Afghanistan,Left-Arm Wrist-Spin Bowler,t,8,0.75,AgACAgUAAyEGAAT_2KgcAAICmWqT0KnxQykhOMwF5bycM0BQHDN8AAJfE2sbW7GYVHHND_vZytKMAQADAgADeAADPQQ,data/photos/PLY0215.jpg
218,PLY0218,Amar Virdi,England,Spin Bowler,f,8,0.75,AgACAgUAAyEGAAT_2KgcAAICnGqT0K4wqYoOop8EjEHC_cRdsp-wAAJiE2sbW7GYVCYGizA_yKOOAQADAgADeAADPQQ,data/photos/PLY0218.jpg
220,PLY0220,Theo Wylie,England,Spin Bowler,f,8,0.50,AgACAgUAAyEGAAT_2KgcAAICnmqT0LD40HQGD_N0q8kHvavLvTV3AAJkE2sbW7GYVBaBz2DTEDM2AQADAgADeAADPQQ,data/photos/PLY0220.jpg
223,PLY0223,Temba Bavuma,South Africa,Right-Hand Batter,t,9,0.75,AgACAgUAAyEGAAT_2KgcAAICoWqT0LW-D6-tkHYHX4khlqaYhxTfAAJnE2sbW7GYVNn5WSemTpK-AQADAgADdwADPQQ,data/photos/PLY0223.jpg
225,PLY0225,Alex Lees,England,Batter,f,9,0.75,AgACAgUAAyEGAAT_2KgcAAICo2qT0LfYv1M7SvhgbeZl0Alb4TFAAAJpE2sbW7GYVKFAQ5L5Q-IOAQADAgADeQADPQQ,data/photos/PLY0225.jpg
229,PLY0229,Gareth Roderick,England,Wicketkeeper Batter,f,9,0.75,AgACAgUAAyEGAAT_2KgcAAICp2qT0L29Vl5Vd-aw_7zyQU9trSkAA20TaxtbsZhUpmjq5949VAsBAAMCAAN5AAM9BA,data/photos/PLY0229.jpg
61,PLY0061,Haris Rauf,Pakistan,Right-Arm Fast Bowler,t,3,1.75,AgACAgUAAyEGAAT_2KgcAAICxWqT0i99xUDDYV_LwmFTmljfoJUEAAJ1E2sbW7GYVOtjwmg7L0U2AQADAgADeAADPQQ,data/photos/PLY0061.jpg
64,PLY0064,Matthew Potts,England,Fast Bowler,f,3,1.75,AgACAgUAAyEGAAT_2KgcAAICyGqT0jF2P0Q0yrSuOKA8X5fQaOCXAAJ4E2sbW7GYVB7HzCgBjLMhAQADAgADeAADPQQ,data/photos/PLY0064.jpg
232,PLY0232,Harry Duke,England,Wicketkeeper Batter,f,9,0.75,AgACAgUAAyEGAAT_2KgcAAICgmqT0C62XS5NKXSSVyTq4XIpLZ9JAAJJE2sbW7GYVI6is6OHWO9YAQADAgADeAADPQQ,data/photos/PLY0232.jpg
270,PLY0270,Ben Dwarshuis,Australia,Left-Arm Fast Bowler,t,10,0.50,AgACAgUAAyEGAAT_2KgcAAPcapGR_QZNePfec78mSCwKUeQPAk8AArIQaxsq-pBU4MVWZDaE9LYBAAMCAAN4AAM9BA,data/photos/PLY0270.jpg
273,PLY0273,Daniel Worrall,England,Fast Bowler,f,10,0.50,AgACAgUAAyEGAAT_2KgcAAPfapGSA12LCSHyLursJiuzL2zfFqMAArUQaxsq-pBUmo2LG1j1edoBAAMCAAN4AAM9BA,data/photos/PLY0273.jpg
275,PLY0275,Chris Green,Australia,Right-Arm Off-Spin Bowler,t,10,0.50,AgACAgUAAyEGAAT_2KgcAAPhapGSBGYGIEmPPv1G66Ud7XGYWP8AArcQaxsq-pBUYSocNlKILPkBAAMCAAN4AAM9BA,data/photos/PLY0275.jpg
278,PLY0278,Fabian Allen,West Indies,Left-Arm Orthodox Spin Bowler,t,10,0.50,AgACAgUAAyEGAAT_2KgcAAPkapGSCpSXwIU825Ah-p_tqy5BWzYAAroQaxsq-pBU0YJwm1xBp2ABAAMCAAN4AAM9BA,data/photos/PLY0278.jpg
286,PLY0286,Rob Yates,England,Batter,f,11,0.50,AgACAgUAAyEGAAT_2KgcAAPsapGSF_gUBlS10cL3JEvxihR4SCIAAsIQaxsq-pBUq4ND6NDB90oBAAMCAAN5AAM9BA,data/photos/PLY0286.jpg
321,PLY0321,Ben Green,England,Bowling All-Rounder (Pace),f,12,0.50,AgACAgUAAyEGAAT_2KgcAAPuapGSODyYlgi53HYB_YSilssIm9oAAsQQaxsq-pBUybG4tz0wTkwBAAMCAAN5AAM9BA,data/photos/PLY0321.jpg
324,PLY0324,Will Rhodes,England,Bowling All-Rounder (Pace),f,12,0.50,AgACAgUAAyEGAAT_2KgcAAPxapGSO71MJqV5N7OPBrpNAV7X3vIAAscQaxsq-pBUPBjakC1DeCIBAAMCAAN5AAM9BA,data/photos/PLY0324.jpg
326,PLY0326,Mahmudullah,Bangladesh,Right-Hand Batter/Right-Arm Off-Spin All-Rounder,t,12,0.25,AgACAgUAAyEGAAT_2KgcAAPzapGSPYBq6ECizdYr4OijKJiSuBgAAskQaxsq-pBUuQvuDf1ChNQBAAMCAAN4AAM9BA,data/photos/PLY0326.jpg
330,PLY0330,Sam Conners,England,Fast Bowler,f,12,0.25,AgACAgUAAyEGAAT_2KgcAAP3apGSRAF_6s7igzBDOX7gsFIURZgAAs0Qaxsq-pBUmpdWM0tf4Q4BAAMCAAN3AAM9BA,data/photos/PLY0330.jpg
332,PLY0332,Zaman Akhter,England,Fast Bowler,f,12,0.25,AgACAgUAAyEGAAT_2KgcAAP5apGSSETgsFSQb1i1sUo6sDUMOdkAAs8Qaxsq-pBUBvv1R1jn-4ABAAMCAAN4AAM9BA,data/photos/PLY0332.jpg
335,PLY0335,Jack Carson,England,Spin Bowler,f,12,0.25,AgACAgUAAyEGAAT_2KgcAAP8apGSSp11nKPCSsPrrY420wsZkUUAAtIQaxsq-pBURDTeVfL8BncBAAMCAAN4AAM9BA,data/photos/PLY0335.jpg
338,PLY0338,Lewis Goldsworthy,England,Spin Bowler,f,12,0.25,AgACAgUAAyEGAAT_2KgcAAP_apGSUKOwtpzsUIgD-Ql6Al_8muoAAtUQaxsq-pBUJqnsWnK8yIgBAAMCAAN3AAM9BA,data/photos/PLY0338.jpg
379,PLY0379,Will Fraine,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBCGqRknwnj-I31wwODg3tfQ2zof36AALdEGsbKvqQVLc3XPElyRtFAQADAgADeQADPQQ,data/photos/PLY0379.jpg
381,PLY0381,Oliver Carter,England,Bowling All-Rounder (Spin),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBCmqRkn3vFfMSaZ84ro22gj0tCDXwAALfEGsbKvqQVAtu-VLk91AQAQADAgADeQADPQQ,data/photos/PLY0381.jpg
384,PLY0384,Ben Kellaway,England,Bowling All-Rounder (Spin),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBDWqRkoTBhcB2xrsR-QTld9UmY6VWAALiEGsbKvqQVKyyxIQtLRf9AQADAgADdwADPQQ,data/photos/PLY0384.jpg
386,PLY0386,Tom Aspinwall,England,Bowling All-Rounder (Pace),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBD2qRkoaYAXBopeiq81calB6JyniuAALkEGsbKvqQVL6Va3BbDSvUAQADAgADeAADPQQ,data/photos/PLY0386.jpg
389,PLY0389,Alex French,England,Bowling All-Rounder (Pace),f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIBEmqRkomjGhXaxuXxRtm0e5FOuvpTAALnEGsbKvqQVGiR3q7AEXcpAQADAgADeQADPQQ,data/photos/PLY0389.jpg
23,PLY0023,Marcus Stoinis,Australia,Right-Hand Batter/Right-Arm Medium All-Rounder,t,2,2.50,AgACAgUAAyEGAAT_2KgcAAIBJGqRnSyMITfIbqYQhrWupu1h5W_KAAMQaxvuipFUSYfR8PFG2ckBAAMCAAN4AAM9BA,data/photos/PLY0023.jpg
26,PLY0026,Tom Curran,England,Bowling All-Rounder (Pace),f,2,2.50,AgACAgUAAyEGAAT_2KgcAAIBJ2qRnTBZ0ke6WaRgf3QdW4D05A0wAAIDEGsb7oqRVEGxxbb8hLwYAQADAgADeAADPQQ,data/photos/PLY0026.jpg
28,PLY0028,Imad Wasim,Pakistan,Left-Hand Batter/Left-Arm Orthodox Spin All-Rounder,t,2,2.50,AgACAgUAAyEGAAT_2KgcAAIBKWqRnTNiIEv0RMAZXSdhsx6tLfKgAAIFEGsb7oqRVCwgfRY9yJKMAQADAgADeAADPQQ,data/photos/PLY0028.jpg
32,PLY0032,Shaheen Shah Afridi,Pakistan,Left-Arm Fast Bowler,t,2,2.25,AgACAgUAAyEGAAT_2KgcAAIBLWqRnTheKEmtrQtARTz04TFKGf9JAAIJEGsb7oqRVIGr-47hl_C7AQADAgADdwADPQQ,data/photos/PLY0032.jpg
35,PLY0035,Adam Zampa,Australia,Right-Arm Leg-Spin Bowler,t,2,2.25,AgACAgUAAyEGAAT_2KgcAAIBMGqRnTzEgJs5HdMDSjYFfPuv_BCSAAIMEGsb7oqRVPhYuefZUF8LAQADAgADeAADPQQ,data/photos/PLY0035.jpg
37,PLY0037,Maheesh Theekshana,Sri Lanka,Right-Arm Off-Spin Bowler,t,2,2.00,AgACAgUAAyEGAAT_2KgcAAIBMmqRnUDsTEciJf8NtxtK4Rtr6Et6AAIOEGsb7oqRVNHbyM8tjwrwAQADAgADeAADPQQ,data/photos/PLY0037.jpg
40,PLY0040,Shoaib Bashir,England,Spin Bowler,f,2,2.00,AgACAgUAAyEGAAT_2KgcAAIBNWqRnUTcuAcyo6OvTvn7ECoEOYzdAAISEGsb7oqRVMcnGSIkeK_8AQADAgADeAADPQQ,data/photos/PLY0040.jpg
42,PLY0042,Evin Lewis,West Indies,Left-Hand Opening Batter,t,3,2.50,AgACAgUAAyEGAAT_2KgcAAIBN2qRnUnTYttxvqwuiA1QQrVZZbnNAAIUEGsb7oqRVAjFROD4ID56AQADAgADeQADPQQ,data/photos/PLY0042.jpg
83,PLY0083,Mitchell Marsh,Australia,Right-Hand Batter/Right-Arm Fast All-Rounder,t,4,1.75,AgACAgUAAyEGAAT_2KgcAAICbmqTz7jHdjwazrM6joLzIy5VzGXxAAI2E2sbW7GYVAfojjs0D_M2AQADAgADeAADPQQ,data/photos/PLY0083.jpg
85,PLY0085,Benny Howell,England,Bowling All-Rounder (Pace),f,4,1.50,AgACAgUAAyEGAAT_2KgcAAICcGqTz711ERMgiC2IbnBwmE1wA_FFAAI4E2sbW7GYVK163VxYeB7vAQADAgADeAADPQQ,data/photos/PLY0085.jpg
279,PLY0279,Matt Critchley,England,Spin Bowler,f,10,0.50,AgACAgUAAyEGAAT_2KgcAAICqWqT0OI2k1mW7RHyp61NFaSU6VKAAAJvE2sbW7GYVJVE6QV2-XKUAQADAgADeAADPQQ,data/photos/PLY0279.jpg
280,PLY0280,James Coles,England,Spin Bowler,f,10,0.50,AgACAgUAAyEGAAT_2KgcAAICqmqT0OOaJ1zbuJeZDfkLW_BdYf1SAAJwE2sbW7GYVAHru4fkEF45AQADAgADeAADPQQ,data/photos/PLY0280.jpg
283,PLY0283,Harry Tector,Ireland,Right-Hand Batter,t,11,0.50,AgACAgUAAyEGAAT_2KgcAAICrWqT0OgOuUv3oxRDdoYhCqZ3n0nzAAJzE2sbW7GYVIg3kDmk91ZBAQADAgADeQADPQQ,data/photos/PLY0283.jpg
372,PLY0372,Ali Orr,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIDRGqT1IIDDv-1TPgnRR0OH015hDRMAAKzE2sbW7GYVJMcHRZbfOrXAQADAgADdwADPQQ,data/photos/PLY0372.jpg
374,PLY0374,Oli Carter,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIDRmqT1IM1W5aqERmTiyQFzs0a-_LKAAK1E2sbW7GYVDMvS0vj-B2IAQADAgADeQADPQQ,data/photos/PLY0374.jpg
376,PLY0376,Aneurin Donald,England,Batter,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIDSGqT1IVGBaQ_28oYu1KJUPwhV7RfAAK3E2sbW7GYVAbcOjq72S4UAQADAgADeQADPQQ,data/photos/PLY0376.jpg
399,PLY0399,George Scrimshaw,England,Fast Bowler,f,14,0.25,AgACAgUAAyEGAAT_2KgcAAIB2WqRnyy65vQ3nucBzpMKC5x6sOsYAAK3EGsb7oqRVHSP7TWj9Ny9AQADAgADeQADPQQ,data/photos/PLY0399.jpg
130,PLY0130,Jake Lintott,England,Spin Bowler,f,5,1.00,AgACAgUAAyEGAAT_2KgcAAIB22qRoEU_k-Lp14xBlrxBtWSqubKvAAK5EGsb7oqRVJ0nhCQhHBa5AQADAgADeQADPQQ,data/photos/PLY0130.jpg
131,PLY0131,Fakhar Zaman,Pakistan,Left-Hand Opening Batter,t,6,1.50,AgACAgUAAyEGAAT_2KgcAAIB3GqRoEbLVsZObXFESbOVocjVPRryAAK6EGsb7oqRVJkMd_eeC6faAQADAgADeAADPQQ,data/photos/PLY0131.jpg
315,PLY0315,Emilio Gay,England,Batter,f,12,0.50,AgACAgUAAyEGAAT_2KgcAAIB-mqRoJFjn6tJDrRyj17smY7thEa9AALXEGsb7oqRVLWRUMpyBstQAQADAgADeQADPQQ,data/photos/PLY0315.jpg
317,PLY0317,Joe Eckland,England,Wicketkeeper Batter,f,12,0.50,AgACAgUAAyEGAAT_2KgcAAIB_GqRoJJq96I7Yt2warDHiW1VIo-RAALZEGsb7oqRVBhN53nX7euiAQADAgADeAADPQQ,data/photos/PLY0317.jpg
319,PLY0319,Kyle Jamieson,New Zealand,Right-Hand Batter/Right-Arm Fast All-Rounder,t,12,0.50,AgACAgUAAyEGAAT_2KgcAAIB_mqRoJS4Sm3iZ_aIXsRV3z2nGJDmAALbEGsb7oqRVOu18k1MB2fwAQADAgADeAADPQQ,data/photos/PLY0319.jpg
401,PLY0401,Joe Weatherley,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICAAFqkaCZRVl5F8ZTYLu_DIkygW2UiQAC3RBrG-6KkVQqxiIXK171gwEAAwIAA3kAAz0E,data/photos/PLY0401.jpg
404,PLY0404,Teddy Bishop,England,Batter,f,15,0.25,AgACAgUAAyEGAAT_2KgcAAICA2qRoJvgEWrjvN_eufHF1OOixJw0AALgEGsb7oqRVDZqbdLsAnZUAQADAgADeAADPQQ,data/photos/PLY0404.jpg
88,PLY0088,Rehan Ahmed,England,Bowling All-Rounder (Spin),f,4,1.50,AgACAgUAAyEGAAT_2KgcAAICc2qTz78DKTJLAAFqWUs6NLUc6rouLwACOxNrG1uxmFSyp2QWO-_Z-QEAAwIAA3kAAz0E,data/photos/PLY0088.jpg
134,PLY0134,Ibrahim Zadran,Afghanistan,Right-Hand Batter,t,6,1.50,AgACAgUAAyEGAAT_2KgcAAICdWqTz-a4imZrCIwQiDWwai9F4E4cAAI9E2sbW7GYVPxR6MZ5ieynAQADAgADeAADPQQ,data/photos/PLY0134.jpg
136,PLY0136,Leus Du Plooy,England,Batter,f,6,1.50,AgACAgUAAyEGAAT_2KgcAAICd2qTz-jT-CNJv0yHgs1Bz8pOEC3NAAI_E2sbW7GYVAIu-bWBA4fyAQADAgADeQADPQQ,data/photos/PLY0136.jpg
139,PLY0139,Scott Edwards,Netherlands,Right-Hand Batter/Wicketkeeper,t,6,1.25,AgACAgUAAyEGAAT_2KgcAAICe2qT0CaSDX0LHdhmaaxeas8QgQTGAAJCE2sbW7GYVPfsgfB4JpBwAQADAgADeAADPQQ,data/photos/PLY0139.jpg
142,PLY0142,Tom Moores,England,Wicketkeeper Batter,f,6,1.25,AgACAgUAAyEGAAT_2KgcAAICfmqT0Cg5naVLuc4gnRYZ-RiU21baAAJFE2sbW7GYVFBuP1-8PedjAQADAgADeAADPQQ,data/photos/PLY0142.jpg
144,PLY0144,Jimmy Neesham,New Zealand,Left-Hand Batter/Right-Arm Medium All-Rounder,t,6,1.25,AgACAgUAAyEGAAT_2KgcAAICgGqT0C2CqAVAWKuKgg_ZKqwCrTdjAAJHE2sbW7GYVEHgP4yLEhifAQADAgADeAADPQQ,data/photos/PLY0144.jpg
147,PLY0147,Mohammad Nabi,Afghanistan,Right-Hand Batter/Right-Arm Off-Spin All-Rounder,t,6,1.00,AgACAgUAAyEGAAT_2KgcAAICg2qT0C_ZvcBeUYf5fHfPXOvED4OjAAJKE2sbW7GYVE8bikfw2u7BAQADAgADeAADPQQ,data/photos/PLY0147.jpg
150,PLY0150,Lungi Ngidi,South Africa,Right-Arm Fast Bowler,t,6,1.00,AgACAgUAAyEGAAT_2KgcAAIChmqT0DSEN73o-d5nKa-MbiHrUOgSAAJNE2sbW7GYVBCgDFkjx1TyAQADAgADeAADPQQ,data/photos/PLY0150.jpg
305,PLY0305,Jamie Porter,England,Fast Bowler,f,11,0.25,AgACAgUAAyEGAAT_2KgcAAIDJWqT0_wjLRtkAAEtA5LNSMlOZYupawAClBNrG1uxmFQo3BQO83J1cQEAAwIAA3gAAz0E,data/photos/PLY0305.jpg
307,PLY0307,Steven Finn,England,Fast Bowler,f,11,0.25,AgACAgUAAyEGAAT_2KgcAAIDJ2qT0_6dWliJiOBdxJymqTvMhwABdAAClhNrG1uxmFQbBcHpLaI3PwEAAwIAA3gAAz0E,data/photos/PLY0307.jpg
310,PLY0310,Chris Rushworth,England,Fast Bowler,f,11,0.25,AgACAgUAAyEGAAT_2KgcAAIDKmqT1AR36TPY5DlhpATWQx-S_ntvAAKZE2sbW7GYVLAxFZNxlzgDAQADAgADeQADPQQ,data/photos/PLY0310.jpg
312,PLY0312,Ben Compton,England,Batter,f,12,0.50,AgACAgUAAyEGAAT_2KgcAAIDLGqT1AWdqi7rHoFBhxlFwR5-fqHkAAKbE2sbW7GYVKcui7RP2o0dAQADAgADeQADPQQ,data/photos/PLY0312.jpg
163,PLY0163,Colin Munro,New Zealand,Left-Hand Batter,t,7,1.25,AgACAgUAAyEGAAT_2KgcAAIBUmqRnaxGbuXm_YzVG7IpHNt8z52GAAIxEGsb7oqRVIiW64orUiFxAQADAgADeAADPQQ,data/photos/PLY0163.jpg
166,PLY0166,Daniel Bell-Drummond,England,Batter,f,7,1.25,AgACAgUAAyEGAAT_2KgcAAIBVWqRna8D6w_DNz0fsNEShOWm3Wd_AAI0EGsb7oqRVKAOpPXUTMpLAQADAgADeQADPQQ,data/photos/PLY0166.jpg
168,PLY0168,Sadeera Samarawickrama,Sri Lanka,Right-Hand Batter/Wicketkeeper,t,7,1.25,AgACAgUAAyEGAAT_2KgcAAIBV2qRnbTE0vDG2g8_-g0VHSWDliwSAAI2EGsb7oqRVCrY3MPoOgcWAQADAgADeAADPQQ,data/photos/PLY0168.jpg
190,PLY0190,Archie Lenham,England,Spin Bowler,f,7,0.75,AgACAgUAAyEGAAT_2KgcAAIBWWqRnbWC_2MLdNrQUGnpDszEdpVuAAI4EGsb7oqRVFuh3pCn86LBAQADAgADeAADPQQ,data/photos/PLY0190.jpg
193,PLY0193,Ashton Turner,Australia,Right-Hand Batter,t,8,1.00,AgACAgUAAyEGAAT_2KgcAAIBXGqRnbu-aesxclVu-cDPXiMlw31SAAI7EGsb7oqRVMfT7HQwCqhEAQADAgADeAADPQQ,data/photos/PLY0193.jpg
196,PLY0196,Wayne Madsen,England,Batter,f,8,1.00,AgACAgUAAyEGAAT_2KgcAAIBX2qRnb78fCRj1ILVAm57fLFKKmepAAI-EGsb7oqRVOk9Yd1Dpq3HAQADAgADeQADPQQ,data/photos/PLY0196.jpg
249,PLY0249,Aaron Beard,England,Spin Bowler,f,9,0.50,AgACAgUAAyEGAAT_2KgcAAIBYmqRneKxxRQSB73UnVg2isBeVRUUAAJBEGsb7oqRVGEiaJR16QatAQADAgADeQADPQQ,data/photos/PLY0249.jpg
252,PLY0252,Will Young,New Zealand,Right-Hand Batter,t,10,0.75,AgACAgUAAyEGAAT_2KgcAAIBZWqRnecbv5jrjlfK3vn_WS4Q6m5IAAJEEGsb7oqRVFpdKu8XuITXAQADAgADeAADPQQ,data/photos/PLY0252.jpg
254,PLY0254,Bhanuka Rajapaksa,Sri Lanka,Left-Hand Batter,t,10,0.75,AgACAgUAAyEGAAT_2KgcAAIBZ2qRnen_YPB2Gn3f5V2axOiCEx2yAAJGEGsb7oqRVIxhJHHIOksuAQADAgADeAADPQQ,data/photos/PLY0254.jpg
257,PLY0257,Joe Cracknell,England,Wicketkeeper Batter,f,10,0.75,AgACAgUAAyEGAAT_2KgcAAIBamqRne-lrUCff8lKWIFY18qs7UChAAJJEGsb7oqRVPhxmPcmED0rAQADAgADeAADPQQ,data/photos/PLY0257.jpg
259,PLY0259,Matthew Waite,England,Wicketkeeper Batter,f,10,0.75,AgACAgUAAyEGAAT_2KgcAAIBbGqRnfEZ16KdKf82PQgVY2hLEOC0AAJLEGsb7oqRVFllNGRJ9T9OAQADAgADdwADPQQ,data/photos/PLY0259.jpg
262,PLY0262,Ollie Peake,England,Wicketkeeper Batter,f,10,0.75,AgACAgUAAyEGAAT_2KgcAAIBb2qRnfSO3FCCz_j09EONuGlrq-suAAJNEGsb7oqRVDs1soY7eRUXAQADAgADeAADPQQ,data/photos/PLY0262.jpg
